reshape,rigin
50.978000000000016,50.978
51.22100000000001,51.221
53.217000000000006,53.217
58.13100000000001,58.131
64.204,64.204
68.46300000000001,68.463
71.12200000000001,71.122
73.92600000000002,73.926
77.382,77.382
79.775,79.775
79.537,79.537
77.582,77.582
75.46900000000001,75.469
74.40000000000002,74.4
74.01000000000002,74.01
73.34,73.34
71.36500000000001,71.365
68.40100000000001,68.401
65.73400000000002,65.734
64.65600000000002,64.656
64.958,64.958
65.84800000000001,65.848
67.01600000000002,67.016
68.237,68.237
68.866,68.866
68.61,68.61
67.631,67.631
66.52100000000002,66.521
64.71900000000001,64.719
61.871000000000016,61.871
59.099,59.099
58.132,58.132
60.03300000000001,60.033
63.22400000000001,63.224
65.48400000000001,65.484
65.85900000000001,65.859
65.21300000000001,65.213
64.40600000000002,64.406
63.195000000000014,63.195
61.37500000000001,61.375
59.81000000000002,59.81
60.18600000000001,60.186
62.448000000000015,62.448
65.28500000000001,65.285
67.62800000000001,67.628
69.362,69.362
70.087,70.087
68.76900000000002,68.769
65.19200000000001,65.192
61.588000000000015,61.588
60.413,60.413
61.38600000000001,61.386
62.44600000000001,62.446
62.33100000000002,62.331
62.26,62.26
63.778,63.778
66.292,66.292
68.47800000000001,68.478
69.15200000000002,69.152
68.356,68.356
67.24900000000002,67.249
67.00300000000001,67.003
67.827,67.827
69.61100000000002,69.611
72.66700000000002,72.667
76.72400000000003,76.724
80.07800000000002,80.078
81.73100000000001,81.731
81.76700000000001,81.767
80.54800000000002,80.548
78.43200000000002,78.432
75.94800000000001,75.948
73.93400000000001,73.934
72.21,72.21
70.546,70.546
69.079,69.079
68.35800000000002,68.358
68.31100000000002,68.311
68.091,68.091
67.045,67.045
65.30500000000002,65.305
63.74500000000001,63.745
62.94500000000001,62.945
62.391000000000005,62.391
61.22700000000001,61.227
59.01800000000001,59.018
57.172000000000004,57.172
56.79,56.79
57.648,57.648
58.26200000000001,58.262
58.36000000000001,58.36
58.261,58.261
58.51300000000001,58.513
60.071000000000005,60.071
63.554,63.554
67.489,67.489
69.87000000000002,69.87
70.415,70.415
70.25200000000001,70.252
69.189,69.189
66.83100000000002,66.831
63.93700000000001,63.937
61.409000000000006,61.409
59.839,59.839
59.51900000000001,59.519
60.443000000000005,60.443
61.726000000000006,61.726
62.324000000000005,62.324
62.25600000000001,62.256
62.550000000000004,62.55
63.613000000000014,63.613
65.026,65.026
65.82000000000001,65.82
65.28600000000002,65.286
64.042,64.042
62.597,62.597
61.33300000000001,61.333
60.66300000000001,60.663
60.62700000000001,60.627
60.79600000000001,60.796
60.85700000000001,60.857
60.84400000000001,60.844
61.152,61.152
62.99600000000001,62.996
67.17800000000001,67.178
72.03000000000002,72.03
75.238,75.238
74.21700000000001,74.217
69.90600000000002,69.906
64.073,64.073
58.76800000000001,58.768
55.264,55.264
54.07800000000001,54.078
55.02900000000002,55.029
57.089000000000006,57.089
58.964000000000006,58.964
59.955,59.955
60.409000000000006,60.409
61.294,61.294
63.379000000000005,63.379
66.35000000000001,66.35
68.57900000000002,68.579
69.813,69.813
70.43900000000001,70.439
70.41900000000001,70.419
69.90200000000002,69.902
69.31200000000001,69.312
69.25300000000001,69.253
69.46200000000003,69.462
69.29200000000002,69.292
69.00900000000001,69.009
69.25900000000001,69.259
70.48100000000001,70.481
71.54,71.54
71.15700000000002,71.157
69.05300000000001,69.053
66.286,66.286
64.35,64.35
64.634,64.634
67.484,67.484
71.04400000000001,71.044
71.86600000000001,71.866
69.79700000000001,69.797
66.25600000000001,66.256
62.792,62.792
60.51400000000001,60.514
60.33200000000001,60.332
61.283,61.283
61.65800000000001,61.658
61.303000000000004,61.303
61.470000000000006,61.47
62.059000000000005,62.059
62.40700000000001,62.407
62.682000000000016,62.682
63.410000000000004,63.41
64.86,64.86
66.196,66.196
65.97200000000001,65.972
63.702000000000005,63.702
60.13400000000001,60.134
57.254000000000005,57.254
55.57800000000002,55.578
55.049000000000014,55.049
55.66200000000001,55.662
56.429,56.429
56.150000000000006,56.15
54.33900000000001,54.339
51.784000000000006,51.784
50.90900000000001,50.909
53.079000000000015,53.079
57.07300000000001,57.073
60.548000000000016,60.548
62.61100000000001,62.611
63.427000000000014,63.427
62.70500000000001,62.705
60.21200000000002,60.212
56.82500000000001,56.825
54.192,54.192
52.105000000000004,52.105
50.21900000000001,50.219
49.149,49.149
50.30500000000001,50.305
55.004000000000005,55.004
61.61500000000001,61.615
68.31000000000002,68.31
72.88600000000001,72.886
73.94300000000001,73.943
71.076,71.076
65.41200000000002,65.412
58.87600000000001,58.876
52.748,52.748
47.989,47.989
44.96300000000001,44.963
44.00200000000001,44.002
44.397,44.397
45.225,45.225
45.96100000000001,45.961
46.614000000000004,46.614
47.10700000000001,47.107
47.46300000000001,47.463
47.78300000000001,47.783
48.31900000000001,48.319
49.009,49.009
49.369,49.369
49.79400000000001,49.794
50.80900000000001,50.809
52.40100000000001,52.401
54.82700000000001,54.827
57.20300000000001,57.203
58.65000000000001,58.65
59.29200000000001,59.292
60.473000000000006,60.473
62.46700000000001,62.467
64.15300000000002,64.153
64.84200000000001,64.842
64.52800000000002,64.528
62.844,62.844
59.78900000000001,59.789
56.373000000000005,56.373
54.95700000000001,54.957
56.65100000000001,56.651
62.49300000000001,62.493
70.11100000000002,70.111
76.577,76.577
79.40100000000001,79.401
78.21000000000001,78.21
72.10800000000002,72.108
61.93800000000001,61.938
51.80500000000001,51.805
46.82900000000001,46.829
47.131000000000014,47.131
48.98100000000001,48.981
50.022000000000006,50.022
51.46500000000002,51.465
54.467000000000006,54.467
58.196000000000005,58.196
60.95100000000001,60.951
61.79600000000001,61.796
60.88900000000002,60.889
58.62500000000001,58.625
55.007,55.007
50.81600000000001,50.816
47.18400000000001,47.184
45.88600000000001,45.886
47.371000000000016,47.371
50.12900000000001,50.129
52.111000000000004,52.111
52.787000000000006,52.787
52.758,52.758
52.787,52.787
53.007000000000005,53.007
54.141000000000005,54.141
56.92700000000001,56.927
60.897000000000006,60.897
64.85600000000001,64.856
67.79100000000001,67.791
69.699,69.699
70.13000000000001,70.13
67.883,67.883
62.89300000000001,62.893
57.83900000000001,57.839
55.35300000000001,55.353
55.34300000000001,55.343
55.78900000000001,55.789
55.531000000000006,55.531
54.47200000000001,54.472
53.181,53.181
52.46000000000001,52.46
53.14100000000001,53.141
54.37200000000001,54.372
55.59100000000001,55.591
57.63300000000001,57.633
60.564000000000014,60.564
63.75500000000002,63.755
66.58000000000001,66.58
68.44,68.44
68.23200000000001,68.232
65.23700000000001,65.237
61.34500000000001,61.345
59.22300000000001,59.223
58.854000000000006,58.854
58.36900000000001,58.369
56.217000000000006,56.217
53.681000000000004,53.681
52.59700000000001,52.597
52.81400000000001,52.814
52.97600000000001,52.976
53.388000000000005,53.388
54.94300000000002,54.943
56.945000000000014,56.945
57.065,57.065
54.278999999999996,54.279
50.263000000000005,50.263
47.11800000000001,47.118
46.412000000000006,46.412
47.59700000000001,47.597
48.84000000000001,48.84
49.03300000000001,49.033
48.64700000000001,48.647
49.183000000000014,49.183
50.754000000000005,50.754
52.06600000000002,52.066
51.666000000000004,51.666
50.592000000000006,50.592
50.443,50.443
51.18300000000001,51.183
51.47300000000001,51.473
50.47000000000001,50.47
49.043,49.043
48.559999999999995,48.56
49.992000000000004,49.992
52.24000000000001,52.24
53.746000000000016,53.746
53.989,53.989
53.981,53.981
54.489,54.489
55.062000000000005,55.062
54.65500000000001,54.655
52.38600000000002,52.386
49.237000000000016,49.237
47.12100000000001,47.121
47.98200000000001,47.982
51.51400000000001,51.514
56.61800000000002,56.618
61.370000000000005,61.37
63.77300000000001,63.773
62.77700000000001,62.777
59.96500000000001,59.965
57.96000000000001,57.96
57.49600000000002,57.496
56.738,56.738
54.443,54.443
52.092,52.092
51.63900000000001,51.639
52.534,52.534
52.952000000000005,52.952
52.74,52.74
53.080000000000005,53.08
54.205000000000005,54.205
55.056000000000004,55.056
55.00500000000002,55.005
54.62000000000001,54.62
54.86400000000001,54.864
55.89600000000001,55.896
56.82500000000002,56.825
56.84100000000001,56.841
55.95200000000001,55.952
55.66000000000001,55.66
57.20300000000001,57.203
60.76200000000001,60.762
64.11700000000002,64.117
65.36700000000002,65.367
64.54900000000002,64.549
63.29300000000002,63.293
62.06700000000001,62.067
60.73700000000001,60.737
60.469,60.469
61.68500000000001,61.685
62.13300000000001,62.133
60.278000000000006,60.278
56.861000000000004,56.861
54.191,54.191
52.714000000000006,52.714
52.371000000000016,52.371
53.121000000000016,53.121
54.353000000000016,54.353
55.42600000000001,55.426
56.97100000000001,56.971
59.90000000000002,59.9
63.69100000000002,63.691
66.869,66.869
68.33500000000001,68.335
68.485,68.485
67.91000000000001,67.91
66.77700000000002,66.777
64.95000000000002,64.95
62.455000000000005,62.455
59.686000000000014,59.686
57.68800000000002,57.688
57.97700000000002,57.977
60.13600000000001,60.136
61.846000000000004,61.846
61.44800000000001,61.448
60.07500000000002,60.075
59.51900000000001,59.519
60.06900000000001,60.069
60.785999999999994,60.786
61.46,61.46
62.42000000000001,62.42
64.09200000000001,64.092
66.17000000000002,66.17
67.11100000000002,67.111
66.508,66.508
65.789,65.789
66.815,66.815
69.213,69.213
71.90800000000003,71.908
74.25600000000001,74.256
75.53000000000002,75.53
74.75100000000002,74.751
72.56800000000001,72.568
70.364,70.364
68.88000000000001,68.88
67.615,67.615
66.392,66.392
64.85,64.85
62.464,62.464
59.991,59.991
58.897000000000006,58.897
59.426,59.426
60.80700000000001,60.807
62.641,62.641
64.93200000000002,64.932
66.60900000000001,66.609
66.71700000000001,66.717
65.79400000000001,65.794
65.376,65.376
65.94800000000001,65.948
66.737,66.737
66.898,66.898
66.99500000000002,66.995
67.86400000000002,67.864
69.319,69.319
70.039,70.039
68.91900000000001,68.919
67.923,67.923
68.465,68.465
69.79600000000002,69.796
70.187,70.187
69.456,69.456
69.40800000000002,69.408
70.13400000000001,70.134
69.72700000000002,69.727
67.496,67.496
65.32400000000001,65.324
65.32900000000001,65.329
66.05300000000001,66.053
65.05900000000001,65.059
62.064,62.064
59.606000000000016,59.606
59.20100000000001,59.201
60.88900000000001,60.889
62.96800000000002,62.968
63.58300000000001,63.583
62.30400000000001,62.304
60.787,60.787
61.164000000000016,61.164
62.901000000000025,62.901
64.51400000000001,64.514
66.27600000000001,66.276
68.86000000000001,68.86
71.417,71.417
72.821,72.821
73.92000000000002,73.92
75.86900000000001,75.869
78.534,78.534
80.235,80.235
79.086,79.086
74.61300000000001,74.613
68.699,68.699
64.51800000000001,64.518
62.421000000000014,62.421
60.51000000000001,60.51
57.75400000000001,57.754
55.753,55.753
55.83500000000001,55.835
57.559000000000005,57.559
60.249,60.249
64.15000000000002,64.15
68.079,68.079
70.64800000000001,70.648
71.223,71.223
70.75200000000001,70.752
69.47,69.47
67.10400000000001,67.104
64.90200000000002,64.902
63.85000000000001,63.85
63.134000000000015,63.134
62.070000000000014,62.07
60.960000000000015,60.96
60.93200000000001,60.932
62.915,62.915
67.01200000000001,67.012
71.29300000000002,71.293
73.94700000000002,73.947
74.319,74.319
74.57000000000001,74.57
76.23100000000001,76.231
79.83400000000002,79.834
84.265,84.265
87.96800000000002,87.968
89.26100000000002,89.261
87.846,87.846
83.45500000000001,83.455
77.18600000000002,77.186
71.83300000000001,71.833
69.90800000000002,69.908
70.346,70.346
70.51600000000002,70.516
68.82900000000001,68.829
67.052,67.052
66.64900000000002,66.649
67.09400000000001,67.094
67.558,67.558
68.68800000000002,68.688
70.77800000000002,70.778
72.15300000000002,72.153
70.779,70.779
67.384,67.384
65.28500000000001,65.285
67.72400000000002,67.724
73.40100000000001,73.401
78.478,78.478
79.54100000000001,79.541
78.31600000000002,78.316
77.31900000000003,77.319
77.39600000000002,77.396
77.87200000000001,77.872
79.32400000000001,79.324
81.86100000000002,81.861
84.56900000000002,84.569
86.18100000000001,86.181
85.505,85.505
83.66900000000001,83.669
83.05900000000001,83.059
84.16100000000002,84.161
84.86600000000001,84.866
82.49000000000001,82.49
79.20900000000002,79.209
77.59600000000002,77.596
78.42300000000002,78.423
80.97300000000003,80.973
84.05000000000001,84.05
86.00400000000002,86.004
86.455,86.455
86.764,86.764
89.051,89.051
92.252,92.252
93.31200000000001,93.312
91.68800000000002,91.688
88.637,88.637
85.38500000000002,85.385
81.19800000000001,81.198
75.50400000000002,75.504
69.54,69.54
64.532,64.532
61.479000000000006,61.479
60.75600000000001,60.756
61.80600000000001,61.806
63.54300000000002,63.543
64.83600000000001,64.836
65.113,65.113
63.385,63.385
60.03900000000001,60.039
56.735,56.735
55.884,55.884
57.266000000000005,57.266
59.19500000000001,59.195
59.87400000000001,59.874
59.747000000000014,59.747
60.196000000000005,60.196
61.17000000000001,61.17
61.57600000000001,61.576
60.95500000000001,60.955
60.102000000000004,60.102
59.358000000000004,59.358
58.23700000000001,58.237
57.113000000000014,57.113
56.781,56.781
57.086000000000006,57.086
57.393,57.393
57.652,57.652
58.87500000000001,58.875
61.309000000000005,61.309
63.47900000000001,63.479
63.67800000000001,63.678
62.50500000000002,62.505
61.86900000000001,61.869
61.839000000000006,61.839
61.49700000000001,61.497
60.702,60.702
60.535,60.535
62.00500000000002,62.005
64.98600000000002,64.986
67.70000000000002,67.7
67.65900000000002,67.659
64.99500000000002,64.995
62.355000000000004,62.355
61.751000000000005,61.751
61.837,61.837
61.085000000000015,61.085
59.40800000000001,59.408
57.799,57.799
56.954000000000015,56.954
57.078,57.078
57.081,57.081
55.95600000000001,55.956
54.490000000000016,54.49
54.291000000000004,54.291
56.01200000000001,56.012
58.544000000000004,58.544
61.032000000000004,61.032
63.306,63.306
65.682,65.682
68.22300000000001,68.223
70.707,70.707
71.92600000000002,71.926
70.18100000000001,70.181
66.043,66.043
62.48500000000001,62.485
61.97600000000001,61.976
64.43300000000002,64.433
67.863,67.863
69.49100000000001,69.491
67.59400000000001,67.594
61.45900000000002,61.459
52.142,52.142
44.376,44.376
43.046,43.046
50.91700000000001,50.917
63.661000000000016,63.661
74.46300000000001,74.463
78.48100000000001,78.481
77.093,77.093
74.72100000000002,74.721
75.61,75.61
79.19900000000001,79.199
82.21600000000001,82.216
82.43900000000001,82.439
79.25000000000001,79.25
72.64400000000002,72.644
63.62400000000001,63.624
54.279,54.279
48.111,48.111
46.39500000000001,46.395
48.254000000000005,48.254
50.550000000000004,50.55
51.35200000000001,51.352
49.87800000000001,49.878
47.332,47.332
44.913,44.913
43.417,43.417
43.785000000000004,43.785
47.977,47.977
56.503000000000014,56.503
64.62200000000001,64.622
66.16700000000003,66.167
60.25700000000001,60.257
52.86300000000001,52.863
51.168,51.168
56.222,56.222
63.83700000000001,63.837
67.98300000000003,67.983
66.80000000000001,66.8
61.92600000000001,61.926
57.04500000000001,57.045
54.91500000000001,54.915
56.25000000000001,56.25
59.420000000000016,59.42
62.403000000000006,62.403
64.274,64.274
64.828,64.828
63.70300000000001,63.703
61.11600000000001,61.116
59.44300000000001,59.443
60.386000000000024,60.386
63.58000000000001,63.58
65.50900000000001,65.509
63.92600000000001,63.926
60.27600000000002,60.276
57.94600000000001,57.946
58.381000000000014,58.381
60.823,60.823
63.732000000000006,63.732
65.35200000000002,65.352
64.65000000000002,64.65
62.00200000000001,62.002
59.33700000000002,59.337
58.43500000000002,58.435
59.030000000000015,59.03
60.02200000000002,60.022
61.43800000000002,61.438
63.98700000000001,63.987
67.70100000000001,67.701
71.057,71.057
72.93600000000002,72.936
73.802,73.802
74.307,74.307
74.371,74.371
73.81500000000001,73.815
72.90500000000002,72.905
72.11300000000001,72.113
71.61200000000001,71.612
71.414,71.414
70.76600000000002,70.766
69.32900000000001,69.329
67.69600000000001,67.696
66.56400000000001,66.564
65.67500000000001,65.675
64.33700000000002,64.337
62.349000000000004,62.349
60.32900000000001,60.329
60.297000000000004,60.297
63.54,63.54
68.89700000000002,68.897
72.71000000000001,72.71
72.723,72.723
69.468,69.468
65.36000000000001,65.36
60.99900000000001,60.999
55.73000000000001,55.73
50.348000000000006,50.348
47.62900000000001,47.629
50.461000000000006,50.461
58.04200000000001,58.042
68.36,68.36
77.66800000000002,77.668
82.47700000000002,82.477
82.02500000000002,82.025
79.645,79.645
78.76600000000002,78.766
79.28200000000001,79.282
79.221,79.221
78.041,78.041
77.37300000000002,77.373
80.26400000000001,80.264
86.958,86.958
93.45600000000002,93.456
94.77100000000003,94.771
90.96100000000003,90.961
85.41,85.41
80.62700000000001,80.627
77.31400000000002,77.314
76.68800000000002,76.688
78.96200000000002,78.962
82.638,82.638
84.94100000000002,84.941
85.00500000000001,85.005
83.38100000000001,83.381
81.30900000000001,81.309
79.358,79.358
77.09,77.09
72.82600000000001,72.826
66.45100000000001,66.451
60.459,60.459
57.971000000000004,57.971
60.742000000000004,60.742
67.534,67.534
75.211,75.211
80.051,80.051
79.88100000000001,79.881
76.527,76.527
73.90800000000002,73.908
74.65800000000002,74.658
77.84800000000001,77.848
80.39000000000001,80.39
81.332,81.332
81.394,81.394
81.67600000000002,81.676
81.82800000000003,81.828
80.81100000000002,80.811
79.25300000000003,79.253
78.96400000000001,78.964
80.65400000000001,80.654
82.56300000000002,82.563
83.23400000000001,83.234
82.91800000000003,82.918
82.67700000000002,82.677
82.87600000000002,82.876
83.98900000000002,83.989
85.96400000000003,85.964
87.66400000000002,87.664
87.5,87.5
86.06700000000001,86.067
85.12500000000001,85.125
84.913,84.913
84.38800000000002,84.388
83.83100000000003,83.831
85.21100000000003,85.211
88.96100000000003,88.961
92.15,92.15
92.47800000000001,92.478
90.66300000000001,90.663
87.98600000000002,87.986
84.38100000000001,84.381
79.53600000000002,79.536
73.935,73.935
67.96600000000001,67.966
61.85700000000001,61.857
58.08900000000001,58.089
58.564000000000014,58.564
62.90500000000001,62.905
67.58300000000001,67.583
70.55300000000001,70.553
70.93000000000002,70.93
69.67300000000002,69.673
68.023,68.023
67.30200000000002,67.302
67.589,67.589
68.17700000000002,68.177
68.19,68.19
67.975,67.975
68.839,68.839
70.60400000000001,70.604
71.51600000000002,71.516
69.52700000000002,69.527
65.709,65.709
62.02400000000001,62.024
59.88000000000002,59.88
58.77200000000001,58.772
58.24400000000001,58.244
58.29800000000001,58.298
59.17900000000001,59.179
60.76900000000001,60.769
61.88500000000001,61.885
62.144,62.144
61.739000000000004,61.739
60.976,60.976
60.45600000000001,60.456
60.543,60.543
60.30400000000002,60.304
58.567000000000014,58.567
55.88200000000001,55.882
54.809000000000005,54.809
56.34100000000001,56.341
58.541,58.541
59.79000000000001,59.79
60.29200000000001,60.292
61.94500000000001,61.945
65.205,65.205
68.93200000000003,68.932
71.48900000000002,71.489
72.12100000000001,72.121
71.00300000000001,71.003
69.33100000000003,69.331
67.86400000000002,67.864
66.38100000000001,66.381
64.25700000000002,64.257
61.930000000000014,61.93
60.32500000000001,60.325
59.471000000000004,59.471
58.96500000000002,58.965
59.01700000000001,59.017
60.07200000000002,60.072
61.842000000000006,61.842
63.09300000000001,63.093
63.707000000000015,63.707
64.12900000000002,64.129
64.686,64.686
65.047,65.047
64.799,64.799
64.662,64.662
65.43,65.43
66.054,66.054
65.12600000000002,65.126
62.202000000000005,62.202
59.39900000000001,59.399
57.80100000000001,57.801
56.34700000000001,56.347
54.58200000000001,54.582
53.64100000000001,53.641
54.61600000000001,54.616
56.504000000000005,56.504
57.56400000000001,57.564
57.37500000000001,57.375
56.725000000000016,56.725
57.01800000000002,57.018
58.87600000000001,58.876
61.228000000000016,61.228
63.25100000000001,63.251
65.234,65.234
66.891,66.891
67.054,67.054
65.32300000000001,65.323
62.95900000000001,62.959
61.93500000000001,61.935
62.247,62.247
63.06400000000001,63.064
63.431000000000004,63.431
63.80700000000001,63.807
65.71400000000001,65.714
68.34400000000001,68.344
69.92300000000002,69.923
69.26300000000002,69.263
67.103,67.103
64.277,64.277
61.509000000000015,61.509
59.73100000000001,59.731
60.158,60.158
62.57700000000001,62.577
65.55100000000002,65.551
67.62100000000001,67.621
68.882,68.882
70.369,70.369
71.958,71.958
72.17600000000002,72.176
70.183,70.183
66.252,66.252
61.22000000000002,61.22
55.50500000000002,55.505
51.26200000000001,51.262
51.12200000000001,51.122
56.827000000000005,56.827
65.67400000000002,65.674
72.91300000000001,72.913
74.77200000000002,74.772
72.79200000000002,72.792
69.61900000000001,69.619
67.172,67.172
65.31900000000002,65.319
63.681,63.681
61.58800000000001,61.588
58.046000000000014,58.046
52.47100000000001,52.471
46.70600000000001,46.706
43.56600000000001,43.566
45.07400000000001,45.074
49.98900000000002,49.989
55.75800000000002,55.758
60.24900000000002,60.249
63.40700000000001,63.407
65.68100000000001,65.681
67.89700000000002,67.897
70.33000000000001,70.33
72.49700000000001,72.497
74.61700000000002,74.617
76.88200000000003,76.882
78.85900000000001,78.859
79.574,79.574
78.45800000000001,78.458
75.17100000000003,75.171
70.99400000000001,70.994
67.645,67.645
67.461,67.461
69.839,69.839
72.279,72.279
72.549,72.549
70.79400000000001,70.794
67.241,67.241
62.364999999999995,62.365
57.641,57.641
55.013,55.013
54.58000000000001,54.58
54.99000000000001,54.99
55.418000000000006,55.418
56.655,56.655
58.736000000000004,58.736
60.441,60.441
61.25400000000001,61.254
62.25400000000001,62.254
64.92500000000001,64.925
68.29000000000002,68.29
69.541,69.541
67.261,67.261
62.56900000000001,62.569
58.02600000000002,58.026
56.050000000000004,56.05
57.696000000000005,57.696
62.75700000000001,62.757
67.98900000000002,67.989
69.638,69.638
65.63400000000001,65.634
59.73900000000001,59.739
57.65800000000001,57.658
62.058,62.058
69.234,69.234
74.06700000000001,74.067
75.428,75.428
75.668,75.668
76.559,76.559
77.14700000000002,77.147
76.90700000000001,76.907
